Код_товара;Название_позиции;Ключевые_слова;Описание;Тип_товара;Цена;Валюта;Единица_измерения;Минимальный_объем_заказа;Оптовая_цена;Минимальный_заказ_опт;Ссылка_изображения;Наличие;Скидка;Производитель;Страна_производитель;Номер_группы;Адрес_подраздела;Идентификатор_товара;Уникальный_идентификатор;Идентификатор_подраздела
13.0004;Программатор USBDM;;Программатор USBDM;u;510;UAH;шт.;1;510;2;;+;;;;;;7.93.0001;;
3.5.003;Прокладка бойлера (силиконовая) Thermex 819993;;Прокладка бойлера (силиконовая) Thermex 819993;u;25;UAH;шт.;1;25;2;;+;;;;;;4.91.0024;;
3.5.004;Прокладка бойлера (силиконовая) под фланец 60мм;;Прокладка бойлера (силиконовая) под фланец 60мм;u;45;UAH;шт.;1;45;2;;+;;;;;;4.91.0025;;
3.5.006;Прокладка на большой овальный фланец бойлера Ariston (силиконовая);;Прокладка на большой овальный фланец бойлера Ariston (силиконовая);u;45;UAH;шт.;1;45;2;;+;;;;;;4.91.0029;;
3.5.009;Прокладка на маленький овальный фланец бойлера Ariston (не оригинал);;Прокладка на маленький овальный фланец бойлера Ariston (не оригинал);u;42;UAH;шт.;1;42;2;;+;;;;;;4.91.0008;;
3.5.001;Прокладка под фланец бойлера 127мм;;Прокладка под фланец бойлера 127мм;u;40;UAH;шт.;1;40;2;;+;;;;;;4.91.0019;;
3.5.011;Прокладка под фланец бойлера Gorenje (не оригинал);;Прокладка под фланец бойлера Gorenje (не оригинал);u;50;UAH;шт.;1;50;2;;+;;;;;;4.91.0012;;
3.5.012;Прокладка под фланец бойлера диаметр 110мм;;Прокладка под фланец бойлера диаметр 110мм;u;45;UAH;шт.;1;45;2;;+;;;;;;4.91.0017;;
3.5.008;Прокладка под фланец бойлера со смещенным центром;;Прокладка под фланец бойлера со смещенным центром;u;42;UAH;шт.;1;42;2;;+;;;;;;4.91.0014;;
3.5.007;Прокладка под фланец бойлера со смещенным центром диаметром 115 мм.;;Прокладка под фланец бойлера со смещенным центром диаметром 115 мм.;u;45;UAH;шт.;1;45;2;;+;;;;;;4.91.0015;;
3.5.010;Прокладка сплошная на большой овальный фланец бойлера Ariston (не оригинал);;Прокладка сплошная на большой овальный фланец бойлера Ariston (не оригинал);u;45;UAH;шт.;1;45;2;;+;;;;;;4.91.0010;;
3.5.002;Прокладка фланца бойлера диаметр 102мм;;Прокладка фланца бойлера диаметр 102мм;u;44;UAH;шт.;1;44;2;;+;;;;;;4.91.0022;;
3.5.005;Прокладка фланца бойлера диаметр 133мм;;Прокладка фланца бойлера диаметр 133мм;u;45;UAH;шт.;1;45;2;;+;;;;;;4.91.0020;;
8.0011;Прокладка шланга с сеточкой.;;Прокладка шланга с сеточкой.;u;28;UAH;шт.;1;28;2;;+;;;;;;15.91.0001;;
13.006;Процессор ARDO MC908JL8CDWE;;Процессор ARDO MC908JL8CDWE;u;150;UAH;шт.;1;150;2;;+;;;;;;;;
